UtcDateTime,LaneIndex,Action
10/04/2021 14:11:15,4,"close"
10/04/2021 14:12:02,1,"cause=Dome"
10/04/2021 14:12:02,2,"cause=Dome"
10/04/2021 14:12:02,3,"cause=Dome"
10/04/2021 14:12:02,4,"cause=Dome"
10/04/2021 14:12:02,5,"cause=Dome"
10/04/2021 14:12:02,6,"cause=Dome"
10/04/2021 14:12:08,1,"damage=Medium"
10/04/2021 14:12:08,2,"damage=Medium"
10/04/2021 14:12:08,3,"damage=Medium"
10/04/2021 14:12:08,4,"damage=Medium"
10/04/2021 14:12:08,5,"damage=Medium"
10/04/2021 14:12:08,6,"damage=Medium"
10/04/2021 14:12:27,5,"open"
10/04/2021 14:12:29,4,"open"
10/04/2021 14:12:52,4,"close"
10/04/2021 14:12:53,5,"close"
10/04/2021 14:12:58,4,"damage=Medium"
10/04/2021 14:12:58,5,"damage=Medium"
10/04/2021 14:13:02,4,"cause=Slope"
10/04/2021 14:13:02,5,"cause=Slope"
10/04/2021 14:13:32,-1,"Miss: 0.9359375, 0.166178623718887"
10/04/2021 14:13:32,-1,"Miss: 0.935311985015869, 0.166618827495882"
10/04/2021 14:13:32,-1,"Miss: 0.934674644470215, 0.167813280141895"
10/04/2021 14:13:32,-1,"Miss: 0.933362865447998, 0.169007062562912"
10/04/2021 14:13:32,-1,"Miss: 0.932012748718262, 0.169838945827233"
10/04/2021 14:13:32,-1,"Miss: 0.93074369430542, 0.169838945827233"
10/04/2021 14:13:32,-1,"Miss: 0.929901123046875, 0.169838945827233"
10/04/2021 14:13:32,-1,"Miss: 0.929157161712646, 0.170832889495447"
10/04/2021 14:13:32,-1,"Miss: 0.928589820861816, 0.170571010248902"
10/04/2021 14:13:32,-1,"Miss: 0.928515625, 0.170571010248902"
10/04/2021 14:13:32,-1,"Miss: 0.928125, 0.170571010248902"
10/04/2021 14:13:32,-1,"Miss: 0.928125, 0.170571010248902"
10/04/2021 14:13:32,-1,"Miss: 0.928125, 0.170571010248902"
10/04/2021 14:13:32,-1,"Miss: 0.928125, 0.170571010248902"
10/04/2021 14:13:33,5,"open"
10/04/2021 14:13:33,4,"open"
10/04/2021 14:13:58,5,"close"
10/04/2021 14:13:58,4,"close"
10/04/2021 14:14:00,-1,"Miss: 0.844140625, 0.483162518301611"
10/04/2021 14:14:00,-1,"Miss: 0.844140625, 0.484942903979456"
